uniprot_id,elm,pathway_id,display_name
P01106,MOD_ProDKin_1,R-HSA-4411364.2,Binding of TCF/LEF:CTNNB1 to target gene promoters
P01106,MOD_ProDKin_1,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01106,MOD_ProDKin_1,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01106,TRG_NLS_MonoExtC_3,R-HSA-2122947.1,NOTCH1 Intracellular Domain Regulates Transcription
P01106,TRG_NLS_MonoExtC_3,R-HSA-2122947.1,NOTCH1 Intracellular Domain Regulates Transcription
P01106,TRG_NLS_MonoExtC_3,R-HSA-2173796.1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
P01106,TRG_NLS_MonoExtC_3,R-HSA-2173796.1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
P01106,TRG_NLS_MonoExtC_3,R-HSA-2644606.1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
P01106,TRG_NLS_MonoExtC_3,R-HSA-2644606.1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
P01106,TRG_NLS_MonoExtC_3,R-HSA-2894862.1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
P01106,TRG_NLS_MonoExtC_3,R-HSA-2894862.1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
P01106,TRG_NLS_MonoExtC_3,R-HSA-4411364.2,Binding of TCF/LEF:CTNNB1 to target gene promoters
P01106,TRG_NLS_MonoExtC_3,R-HSA-4411364.2,Binding of TCF/LEF:CTNNB1 to target gene promoters
P01106,TRG_NLS_MonoExtC_3,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01106,TRG_NLS_MonoExtC_3,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01106,TRG_NLS_MonoExtN_4,R-HSA-2122947.1,NOTCH1 Intracellular Domain Regulates Transcription
P01106,TRG_NLS_MonoExtN_4,R-HSA-2122947.1,NOTCH1 Intracellular Domain Regulates Transcription
P01106,TRG_NLS_MonoExtN_4,R-HSA-2173796.1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
P01106,TRG_NLS_MonoExtN_4,R-HSA-2173796.1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
P01106,TRG_NLS_MonoExtN_4,R-HSA-2644606.1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
P01106,TRG_NLS_MonoExtN_4,R-HSA-2644606.1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
P01106,TRG_NLS_MonoExtN_4,R-HSA-2894862.1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
P01106,TRG_NLS_MonoExtN_4,R-HSA-2894862.1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
P01106,TRG_NLS_MonoExtN_4,R-HSA-4411364.2,Binding of TCF/LEF:CTNNB1 to target gene promoters
P01106,TRG_NLS_MonoExtN_4,R-HSA-4411364.2,Binding of TCF/LEF:CTNNB1 to target gene promoters
P01106,TRG_NLS_MonoExtN_4,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01106,TRG_NLS_MonoExtN_4,R-HSA-5687128.2,MAPK6/MAPK4 signaling
P01225,MOD_N-GLC_1,R-HSA-209822.1,Glycoprotein hormones
P01225,MOD_N-GLC_1,R-HSA-375281.1,Hormone ligand-binding receptors
P01225,MOD_N-GLC_1,R-HSA-418555.2,G alpha (s) signalling events
P02730,MOD_N-GLC_1,R-HSA-1237044.2,Erythrocytes take up carbon dioxide and release oxygen
P02730,MOD_N-GLC_1,R-HSA-1247673.1,Erythrocytes take up oxygen and release carbon dioxide
P02730,MOD_N-GLC_1,R-HSA-425381.1,Bicarbonate transporters
P02748,MOD_CMANNOS,R-HSA-166665.1,Terminal pathway of complement
P02748,MOD_CMANNOS,R-HSA-977606.2,Regulation of Complement cascade
P04070,MOD_N-GLC_2,R-HSA-140875.1,Common Pathway of Fibrin Clot Formation
P04070,MOD_N-GLC_2,R-HSA-159740.2,Gamma-carboxylation of protein precursors
P04070,MOD_N-GLC_2,R-HSA-159763.2,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus
P04070,MOD_N-GLC_2,R-HSA-159782.2,Removal of aminoterminal propeptides from gamma-carboxylated proteins
P04070,MOD_N-GLC_2,R-HSA-202733.1,Cell surface interactions at the vascular wall
P04156,MOD_N-GLC_1,R-HSA-419037.1,NCAM1 interactions
P04156,MOD_N-GLC_1,R-HSA-419037.1,NCAM1 interactions
P04275,LIG_RGD,R-HSA-114608.1,Platelet degranulation 
P04275,LIG_RGD,R-HSA-140837.1,Intrinsic Pathway of Fibrin Clot Formation
P04275,LIG_RGD,R-HSA-354192.1,Integrin alphaIIb beta3 signaling
P04275,LIG_RGD,R-HSA-354194.1,GRB2:SOS provides linkage to MAPK signaling for Integrins 
P04275,LIG_RGD,R-HSA-372708.1,p130Cas linkage to MAPK signaling for integrins
P04275,LIG_RGD,R-HSA-430116.1,GP1b-IX-V activation signalling
P04275,LIG_RGD,R-HSA-75892.1,Platelet Adhesion to exposed collagen
P04275,LIG_RGD,R-HSA-114608.1,Platelet degranulation 
P04275,LIG_RGD,R-HSA-140837.1,Intrinsic Pathway of Fibrin Clot Formation
P04275,LIG_RGD,R-HSA-354192.1,Integrin alphaIIb beta3 signaling
P04275,LIG_RGD,R-HSA-354194.1,GRB2:SOS provides linkage to MAPK signaling for Integrins 
P04275,LIG_RGD,R-HSA-372708.1,p130Cas linkage to MAPK signaling for integrins
P04275,LIG_RGD,R-HSA-430116.1,GP1b-IX-V activation signalling
P04275,LIG_RGD,R-HSA-75892.1,Platelet Adhesion to exposed collagen
P04275,MOD_N-GLC_2,R-HSA-114608.1,Platelet degranulation 
P04275,MOD_N-GLC_2,R-HSA-140837.1,Intrinsic Pathway of Fibrin Clot Formation
P04275,MOD_N-GLC_2,R-HSA-354192.1,Integrin alphaIIb beta3 signaling
P04275,MOD_N-GLC_2,R-HSA-354194.1,GRB2:SOS provides linkage to MAPK signaling for Integrins 
P04275,MOD_N-GLC_2,R-HSA-372708.1,p130Cas linkage to MAPK signaling for integrins
P04275,MOD_N-GLC_2,R-HSA-430116.1,GP1b-IX-V activation signalling
P04275,MOD_N-GLC_2,R-HSA-75892.1,Platelet Adhesion to exposed collagen
P04637,DEG_MDM2_SWIB_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DEG_MDM2_SWIB_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DEG_MDM2_SWIB_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DEG_MDM2_SWIB_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DEG_MDM2_SWIB_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DEG_MDM2_SWIB_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DEG_MDM2_SWIB_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DEG_MDM2_SWIB_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DEG_MDM2_SWIB_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DEG_MDM2_SWIB_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DEG_MDM2_SWIB_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DEG_MDM2_SWIB_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DEG_MDM2_SWIB_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DEG_MDM2_SWIB_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DEG_MDM2_SWIB_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DEG_MDM2_SWIB_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DEG_MDM2_SWIB_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DEG_MDM2_SWIB_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DEG_MDM2_SWIB_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DEG_MDM2_SWIB_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DEG_MDM2_SWIB_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DEG_MDM2_SWIB_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DEG_MDM2_SWIB_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
P04637,DEG_MDM2_SWIB_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
P04637,DEG_MDM2_SWIB_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
P04637,DEG_MDM2_SWIB_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
P04637,DEG_MDM2_SWIB_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
P04637,DEG_MDM2_SWIB_1,R-HSA-6796648.1,TP53 Regulates Transcription of DNA Repair Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-6796648.1,TP53 Regulates Transcription of DNA Repair Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-6796648.1,TP53 Regulates Transcription of DNA Repair Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-6796648.1,TP53 Regulates Transcription of DNA Repair Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-6796648.1,TP53 Regulates Transcription of DNA Repair Genes
P04637,DEG_MDM2_SWIB_1,R-HSA-6803204.1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
P04637,DEG_MDM2_SWIB_1,R-HSA-6803204.1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
P04637,DEG_MDM2_SWIB_1,R-HSA-6803204.1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
P04637,DEG_MDM2_SWIB_1,R-HSA-6803204.1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
P04637,DEG_MDM2_SWIB_1,R-HSA-6803204.1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
P04637,DEG_MDM2_SWIB_1,R-HSA-6803205.1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6803205.1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6803205.1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6803205.1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6803205.1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6803207.1,TP53 Regulates Transcription of Caspase Activators and Caspases
P04637,DEG_MDM2_SWIB_1,R-HSA-6803207.1,TP53 Regulates Transcription of Caspase Activators and Caspases
P04637,DEG_MDM2_SWIB_1,R-HSA-6803207.1,TP53 Regulates Transcription of Caspase Activators and Caspases
P04637,DEG_MDM2_SWIB_1,R-HSA-6803207.1,TP53 Regulates Transcription of Caspase Activators and Caspases
P04637,DEG_MDM2_SWIB_1,R-HSA-6803207.1,TP53 Regulates Transcription of Caspase Activators and Caspases
P04637,DEG_MDM2_SWIB_1,R-HSA-6803211.1,TP53 Regulates Transcription of Death Receptors and Ligands
P04637,DEG_MDM2_SWIB_1,R-HSA-6803211.1,TP53 Regulates Transcription of Death Receptors and Ligands
P04637,DEG_MDM2_SWIB_1,R-HSA-6803211.1,TP53 Regulates Transcription of Death Receptors and Ligands
P04637,DEG_MDM2_SWIB_1,R-HSA-6803211.1,TP53 Regulates Transcription of Death Receptors and Ligands
P04637,DEG_MDM2_SWIB_1,R-HSA-6803211.1,TP53 Regulates Transcription of Death Receptors and Ligands
P04637,DEG_MDM2_SWIB_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804114.1,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804115.1,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6804115.1,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6804115.1,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6804115.1,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6804115.1,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
P04637,DEG_MDM2_SWIB_1,R-HSA-6804116.1,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804116.1,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804116.1,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804116.1,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804116.1,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
P04637,DEG_MDM2_SWIB_1,R-HSA-6804754.1,Regulation of TP53 Expression
P04637,DEG_MDM2_SWIB_1,R-HSA-6804754.1,Regulation of TP53 Expression
P04637,DEG_MDM2_SWIB_1,R-HSA-6804754.1,Regulation of TP53 Expression
P04637,DEG_MDM2_SWIB_1,R-HSA-6804754.1,Regulation of TP53 Expression
P04637,DEG_MDM2_SWIB_1,R-HSA-6804754.1,Regulation of TP53 Expression
P04637,DEG_MDM2_SWIB_1,R-HSA-6804756.1,Regulation of TP53 Activity through Phosphorylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804756.1,Regulation of TP53 Activity through Phosphorylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804756.1,Regulation of TP53 Activity through Phosphorylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804756.1,Regulation of TP53 Activity through Phosphorylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804756.1,Regulation of TP53 Activity through Phosphorylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804757.1,Regulation of TP53 Degradation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804757.1,Regulation of TP53 Degradation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804757.1,Regulation of TP53 Degradation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804757.1,Regulation of TP53 Degradation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804757.1,Regulation of TP53 Degradation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804758.1,Regulation of TP53 Activity through Acetylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804758.1,Regulation of TP53 Activity through Acetylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804758.1,Regulation of TP53 Activity through Acetylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804758.1,Regulation of TP53 Activity through Acetylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804758.1,Regulation of TP53 Activity through Acetylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804759.1,Regulation of TP53 Activity through Association with Co-factors
P04637,DEG_MDM2_SWIB_1,R-HSA-6804759.1,Regulation of TP53 Activity through Association with Co-factors
P04637,DEG_MDM2_SWIB_1,R-HSA-6804759.1,Regulation of TP53 Activity through Association with Co-factors
P04637,DEG_MDM2_SWIB_1,R-HSA-6804759.1,Regulation of TP53 Activity through Association with Co-factors
P04637,DEG_MDM2_SWIB_1,R-HSA-6804759.1,Regulation of TP53 Activity through Association with Co-factors
P04637,DEG_MDM2_SWIB_1,R-HSA-6804760.1,Regulation of TP53 Activity through Methylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804760.1,Regulation of TP53 Activity through Methylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804760.1,Regulation of TP53 Activity through Methylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804760.1,Regulation of TP53 Activity through Methylation
P04637,DEG_MDM2_SWIB_1,R-HSA-6804760.1,Regulation of TP53 Activity through Methylation
P04637,DEG_MDM2_SWIB_1,R-HSA-69473.3,G2/M DNA damage checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-69473.3,G2/M DNA damage checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-69473.3,G2/M DNA damage checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-69473.3,G2/M DNA damage checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-69473.3,G2/M DNA damage checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-69481.2,G2/M Checkpoints
P04637,DEG_MDM2_SWIB_1,R-HSA-69481.2,G2/M Checkpoints
P04637,DEG_MDM2_SWIB_1,R-HSA-69481.2,G2/M Checkpoints
P04637,DEG_MDM2_SWIB_1,R-HSA-69481.2,G2/M Checkpoints
P04637,DEG_MDM2_SWIB_1,R-HSA-69481.2,G2/M Checkpoints
P04637,DEG_MDM2_SWIB_1,R-HSA-69541.3,Stabilization of p53
P04637,DEG_MDM2_SWIB_1,R-HSA-69541.3,Stabilization of p53
P04637,DEG_MDM2_SWIB_1,R-HSA-69541.3,Stabilization of p53
P04637,DEG_MDM2_SWIB_1,R-HSA-69541.3,Stabilization of p53
P04637,DEG_MDM2_SWIB_1,R-HSA-69541.3,Stabilization of p53
P04637,DEG_MDM2_SWIB_1,R-HSA-69895.2,Transcriptional activation of cell cycle inhibitor p21 
P04637,DEG_MDM2_SWIB_1,R-HSA-69895.2,Transcriptional activation of cell cycle inhibitor p21 
P04637,DEG_MDM2_SWIB_1,R-HSA-69895.2,Transcriptional activation of cell cycle inhibitor p21 
P04637,DEG_MDM2_SWIB_1,R-HSA-69895.2,Transcriptional activation of cell cycle inhibitor p21 
P04637,DEG_MDM2_SWIB_1,R-HSA-69895.2,Transcriptional activation of cell cycle inhibitor p21 
P04637,DEG_MDM2_SWIB_1,R-HSA-8852276.1,The role of GTSE1 in G2/M progression after G2 checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-8852276.1,The role of GTSE1 in G2/M progression after G2 checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-8852276.1,The role of GTSE1 in G2/M progression after G2 checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-8852276.1,The role of GTSE1 in G2/M progression after G2 checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-8852276.1,The role of GTSE1 in G2/M progression after G2 checkpoint
P04637,DEG_MDM2_SWIB_1,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P04637,DEG_MDM2_SWIB_1,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P04637,DEG_MDM2_SWIB_1,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P04637,DEG_MDM2_SWIB_1,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P04637,DEG_MDM2_SWIB_1,R-HSA-983231.1,Factors involved in megakaryocyte development and platelet production
P04637,DOC_CYCLIN_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-111448.1,Activation of NOXA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-139915.2,Activation of PUMA and translocation to mitochondria
P04637,DOC_CYCLIN_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DOC_CYCLIN_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DOC_CYCLIN_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DOC_CYCLIN_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DOC_CYCLIN_1,R-HSA-1912408.1,Pre-NOTCH Transcription and Translation
P04637,DOC_CYCLIN_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559580.1,Oxidative Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559585.1,Oncogene Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-2559586.2,DNA Damage/Telomere Stress Induced Senescence
P04637,DOC_CYCLIN_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DOC_CYCLIN_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DOC_CYCLIN_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DOC_CYCLIN_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DOC_CYCLIN_1,R-HSA-3232118.2,SUMOylation of transcription factors
P04637,DOC_CYCLIN_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DOC_CYCLIN_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DOC_CYCLIN_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DOC_CYCLIN_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DOC_CYCLIN_1,R-HSA-349425.1,Autodegradation of the E3 ubiquitin ligase COP1
P04637,DOC_CYCLIN_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DOC_CYCLIN_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DOC_CYCLIN_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DOC_CYCLIN_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DOC_CYCLIN_1,R-HSA-390471.1,Association of TriC/CCT with target proteins during biosynthesis
P04637,DOC_CYCLIN_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DOC_CYCLIN_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DOC_CYCLIN_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DOC_CYCLIN_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DOC_CYCLIN_1,R-HSA-5628897.3,TP53 Regulates Metabolic Genes
P04637,DOC_CYCLIN_1,R-HSA-5693565.1,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
