uniprot_id,elm,kegg_id,kegg_name
P01111,MOD_CAAXbox,hsa04664,Fc epsilon RI signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04664,Fc epsilon RI signaling pathway 
P01111,MOD_CAAXbox,hsa04714,Thermogenesis 
P01111,MOD_SPalmitoyl_2,hsa04714,Thermogenesis 
P01111,MOD_CAAXbox,hsa04720,Long term potentiation 
P01111,MOD_SPalmitoyl_2,hsa04720,Long term potentiation 
P01111,MOD_CAAXbox,hsa04722,Neurotrophin signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04722,Neurotrophin signaling pathway 
P01111,MOD_CAAXbox,hsa04725,Cholinergic synapse 
P01111,MOD_SPalmitoyl_2,hsa04725,Cholinergic synapse 
P01111,MOD_CAAXbox,hsa04726,Serotonergic synapse 
P01111,MOD_SPalmitoyl_2,hsa04726,Serotonergic synapse 
P01111,MOD_CAAXbox,hsa04730,Long term depression 
P01111,MOD_SPalmitoyl_2,hsa04730,Long term depression 
P01111,MOD_CAAXbox,hsa04810,Regulation of actin cytoskeleton 
P01111,MOD_SPalmitoyl_2,hsa04810,Regulation of actin cytoskeleton 
P01111,MOD_CAAXbox,hsa04910,Insulin signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04910,Insulin signaling pathway 
P01111,MOD_CAAXbox,hsa04912,GnRH signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04912,GnRH signaling pathway 
P01111,MOD_CAAXbox,hsa04915,Estrogen signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04915,Estrogen signaling pathway 
P01111,MOD_CAAXbox,hsa04916,Melanogenesis 
P01111,MOD_SPalmitoyl_2,hsa04916,Melanogenesis 
P01111,MOD_CAAXbox,hsa04917,Prolactin signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04917,Prolactin signaling pathway 
P01111,MOD_CAAXbox,hsa04919,Thyroid hormone signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04919,Thyroid hormone signaling pathway 
P01111,MOD_CAAXbox,hsa04921,Oxytocin signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04921,Oxytocin signaling pathway 
P01111,MOD_CAAXbox,hsa04926,Relaxin signaling pathway 
P01111,MOD_SPalmitoyl_2,hsa04926,Relaxin signaling pathway 
P01111,MOD_CAAXbox,hsa04929,GnRH secretion 
P01111,MOD_SPalmitoyl_2,hsa04929,GnRH secretion 
P01111,MOD_CAAXbox,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01111,MOD_SPalmitoyl_2,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01111,MOD_CAAXbox,hsa04935,"Growth hormone synthesis, secretion and action "
P01111,MOD_SPalmitoyl_2,hsa04935,"Growth hormone synthesis, secretion and action "
P01111,MOD_CAAXbox,hsa05010,Alzheimer disease 
P01111,MOD_SPalmitoyl_2,hsa05010,Alzheimer disease 
P01111,MOD_CAAXbox,hsa05022,Pathways of neurodegeneration   multiple diseases 
P01111,MOD_SPalmitoyl_2,hsa05022,Pathways of neurodegeneration   multiple diseases 
P01111,MOD_CAAXbox,hsa05034,Alcoholism 
P01111,MOD_SPalmitoyl_2,hsa05034,Alcoholism 
P01111,MOD_CAAXbox,hsa05160,Hepatitis C 
P01111,MOD_SPalmitoyl_2,hsa05160,Hepatitis C 
P01111,MOD_CAAXbox,hsa05161,Hepatitis B 
P01111,MOD_SPalmitoyl_2,hsa05161,Hepatitis B 
P01111,MOD_CAAXbox,hsa05163,Human cytomegalovirus infection 
P01111,MOD_SPalmitoyl_2,hsa05163,Human cytomegalovirus infection 
P01111,MOD_CAAXbox,hsa05165,Human papillomavirus infection 
P01111,MOD_SPalmitoyl_2,hsa05165,Human papillomavirus infection 
P01111,MOD_CAAXbox,hsa05166,Human T cell leukemia virus 1 infection 
P01111,MOD_SPalmitoyl_2,hsa05166,Human T cell leukemia virus 1 infection 
P01111,MOD_CAAXbox,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P01111,MOD_SPalmitoyl_2,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P01111,MOD_CAAXbox,hsa05170,Human immunodeficiency virus 1 infection 
P01111,MOD_SPalmitoyl_2,hsa05170,Human immunodeficiency virus 1 infection 
P01111,MOD_CAAXbox,hsa05200,Pathways in cancer 
P01111,MOD_SPalmitoyl_2,hsa05200,Pathways in cancer 
P01111,MOD_CAAXbox,hsa05203,Viral carcinogenesis 
P01111,MOD_SPalmitoyl_2,hsa05203,Viral carcinogenesis 
P01111,MOD_CAAXbox,hsa05205,Proteoglycans in cancer 
P01111,MOD_SPalmitoyl_2,hsa05205,Proteoglycans in cancer 
P01111,MOD_CAAXbox,hsa05206,MicroRNAs in cancer 
P01111,MOD_SPalmitoyl_2,hsa05206,MicroRNAs in cancer 
P01111,MOD_CAAXbox,hsa05207,Chemical carcinogenesis   receptor activation 
P01111,MOD_SPalmitoyl_2,hsa05207,Chemical carcinogenesis   receptor activation 
P01111,MOD_CAAXbox,hsa05208,Chemical carcinogenesis   reactive oxygen species 
P01111,MOD_SPalmitoyl_2,hsa05208,Chemical carcinogenesis   reactive oxygen species 
P01111,MOD_CAAXbox,hsa05210,Colorectal cancer 
P01111,MOD_SPalmitoyl_2,hsa05210,Colorectal cancer 
P01111,MOD_CAAXbox,hsa05211,Renal cell carcinoma 
P01111,MOD_SPalmitoyl_2,hsa05211,Renal cell carcinoma 
P01111,MOD_CAAXbox,hsa05213,Endometrial cancer 
P01111,MOD_SPalmitoyl_2,hsa05213,Endometrial cancer 
P01111,MOD_CAAXbox,hsa05214,Glioma 
P01111,MOD_SPalmitoyl_2,hsa05214,Glioma 
P01111,MOD_CAAXbox,hsa05215,Prostate cancer 
P01111,MOD_SPalmitoyl_2,hsa05215,Prostate cancer 
P01111,MOD_CAAXbox,hsa05216,Thyroid cancer 
P01111,MOD_SPalmitoyl_2,hsa05216,Thyroid cancer 
P01111,MOD_CAAXbox,hsa05218,Melanoma 
P01111,MOD_SPalmitoyl_2,hsa05218,Melanoma 
P01111,MOD_CAAXbox,hsa05219,Bladder cancer 
P01111,MOD_SPalmitoyl_2,hsa05219,Bladder cancer 
P01111,MOD_CAAXbox,hsa05220,Chronic myeloid leukemia 
P01111,MOD_SPalmitoyl_2,hsa05220,Chronic myeloid leukemia 
P01111,MOD_CAAXbox,hsa05221,Acute myeloid leukemia 
P01111,MOD_SPalmitoyl_2,hsa05221,Acute myeloid leukemia 
P01111,MOD_CAAXbox,hsa05223,Non small cell lung cancer 
P01111,MOD_SPalmitoyl_2,hsa05223,Non small cell lung cancer 
P01111,MOD_CAAXbox,hsa05224,Breast cancer 
P01111,MOD_SPalmitoyl_2,hsa05224,Breast cancer 
P01111,MOD_CAAXbox,hsa05225,Hepatocellular carcinoma 
P01111,MOD_SPalmitoyl_2,hsa05225,Hepatocellular carcinoma 
P01111,MOD_CAAXbox,hsa05226,Gastric cancer 
P01111,MOD_SPalmitoyl_2,hsa05226,Gastric cancer 
P01111,MOD_CAAXbox,hsa05230,Central carbon metabolism in cancer 
P01111,MOD_SPalmitoyl_2,hsa05230,Central carbon metabolism in cancer 
P01111,MOD_CAAXbox,hsa05231,Choline metabolism in cancer 
P01111,MOD_SPalmitoyl_2,hsa05231,Choline metabolism in cancer 
P01111,MOD_CAAXbox,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P01111,MOD_SPalmitoyl_2,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P01111,MOD_CAAXbox,hsa05417,Lipid and atherosclerosis 
P01111,MOD_SPalmitoyl_2,hsa05417,Lipid and atherosclerosis 
P01112,MOD_CAAXbox,hsa01521,EGFR tyrosine kinase inhibitor resistance 
P01112,MOD_SPalmitoyl_2,hsa01521,EGFR tyrosine kinase inhibitor resistance 
P01112,MOD_CAAXbox,hsa01522,Endocrine resistance 
P01112,MOD_SPalmitoyl_2,hsa01522,Endocrine resistance 
P01112,MOD_CAAXbox,hsa04010,MAPK signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04010,MAPK signaling pathway 
P01112,MOD_CAAXbox,hsa04012,ErbB signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04012,ErbB signaling pathway 
P01112,MOD_CAAXbox,hsa04014,Ras signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04014,Ras signaling pathway 
P01112,MOD_CAAXbox,hsa04015,Rap1 signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04015,Rap1 signaling pathway 
P01112,MOD_CAAXbox,hsa04062,Chemokine signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04062,Chemokine signaling pathway 
P01112,MOD_CAAXbox,hsa04068,FoxO signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04068,FoxO signaling pathway 
P01112,MOD_CAAXbox,hsa04071,Sphingolipid signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04071,Sphingolipid signaling pathway 
P01112,MOD_CAAXbox,hsa04072,Phospholipase D signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04072,Phospholipase D signaling pathway 
P01112,MOD_CAAXbox,hsa04137,Mitophagy   animal 
P01112,MOD_SPalmitoyl_2,hsa04137,Mitophagy   animal 
P01112,MOD_CAAXbox,hsa04140,Autophagy   animal 
P01112,MOD_SPalmitoyl_2,hsa04140,Autophagy   animal 
P01112,MOD_CAAXbox,hsa04144,Endocytosis 
P01112,MOD_SPalmitoyl_2,hsa04144,Endocytosis 
P01112,MOD_CAAXbox,hsa04150,mTOR signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04150,mTOR signaling pathway 
P01112,MOD_CAAXbox,hsa04151,PI3K Akt signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04151,PI3K Akt signaling pathway 
P01112,MOD_CAAXbox,hsa04210,Apoptosis 
P01112,MOD_SPalmitoyl_2,hsa04210,Apoptosis 
P01112,MOD_CAAXbox,hsa04211,Longevity regulating pathway 
P01112,MOD_SPalmitoyl_2,hsa04211,Longevity regulating pathway 
P01112,MOD_CAAXbox,hsa04213,Longevity regulating pathway   multiple species 
P01112,MOD_SPalmitoyl_2,hsa04213,Longevity regulating pathway   multiple species 
P01112,MOD_CAAXbox,hsa04218,Cellular senescence 
P01112,MOD_SPalmitoyl_2,hsa04218,Cellular senescence 
P01112,MOD_CAAXbox,hsa04360,Axon guidance 
P01112,MOD_SPalmitoyl_2,hsa04360,Axon guidance 
P01112,MOD_CAAXbox,hsa04370,VEGF signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04370,VEGF signaling pathway 
P01112,MOD_CAAXbox,hsa04371,Apelin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04371,Apelin signaling pathway 
P01112,MOD_CAAXbox,hsa04510,Focal adhesion 
P01112,MOD_SPalmitoyl_2,hsa04510,Focal adhesion 
P01112,MOD_CAAXbox,hsa04540,Gap junction 
P01112,MOD_SPalmitoyl_2,hsa04540,Gap junction 
P01112,MOD_CAAXbox,hsa04550,Signaling pathways regulating pluripotency of stem cells 
P01112,MOD_SPalmitoyl_2,hsa04550,Signaling pathways regulating pluripotency of stem cells 
P01112,MOD_CAAXbox,hsa04625,C type lectin receptor signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04625,C type lectin receptor signaling pathway 
P01112,MOD_CAAXbox,hsa04630,JAK STAT signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04630,JAK STAT signaling pathway 
P01112,MOD_CAAXbox,hsa04650,Natural killer cell mediated cytotoxicity 
P01112,MOD_SPalmitoyl_2,hsa04650,Natural killer cell mediated cytotoxicity 
P01112,MOD_CAAXbox,hsa04660,T cell receptor signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04660,T cell receptor signaling pathway 
P01112,MOD_CAAXbox,hsa04662,B cell receptor signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04662,B cell receptor signaling pathway 
P01112,MOD_CAAXbox,hsa04664,Fc epsilon RI signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04664,Fc epsilon RI signaling pathway 
P01112,MOD_CAAXbox,hsa04714,Thermogenesis 
P01112,MOD_SPalmitoyl_2,hsa04714,Thermogenesis 
P01112,MOD_CAAXbox,hsa04720,Long term potentiation 
P01112,MOD_SPalmitoyl_2,hsa04720,Long term potentiation 
P01112,MOD_CAAXbox,hsa04722,Neurotrophin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04722,Neurotrophin signaling pathway 
P01112,MOD_CAAXbox,hsa04725,Cholinergic synapse 
P01112,MOD_SPalmitoyl_2,hsa04725,Cholinergic synapse 
P01112,MOD_CAAXbox,hsa04726,Serotonergic synapse 
P01112,MOD_SPalmitoyl_2,hsa04726,Serotonergic synapse 
P01112,MOD_CAAXbox,hsa04730,Long term depression 
P01112,MOD_SPalmitoyl_2,hsa04730,Long term depression 
P01112,MOD_CAAXbox,hsa04810,Regulation of actin cytoskeleton 
P01112,MOD_SPalmitoyl_2,hsa04810,Regulation of actin cytoskeleton 
P01112,MOD_CAAXbox,hsa04910,Insulin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04910,Insulin signaling pathway 
P01112,MOD_CAAXbox,hsa04912,GnRH signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04912,GnRH signaling pathway 
P01112,MOD_CAAXbox,hsa04915,Estrogen signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04915,Estrogen signaling pathway 
P01112,MOD_CAAXbox,hsa04916,Melanogenesis 
P01112,MOD_SPalmitoyl_2,hsa04916,Melanogenesis 
P01112,MOD_CAAXbox,hsa04917,Prolactin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04917,Prolactin signaling pathway 
P01112,MOD_CAAXbox,hsa04919,Thyroid hormone signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04919,Thyroid hormone signaling pathway 
P01112,MOD_CAAXbox,hsa04921,Oxytocin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04921,Oxytocin signaling pathway 
P01112,MOD_CAAXbox,hsa04926,Relaxin signaling pathway 
P01112,MOD_SPalmitoyl_2,hsa04926,Relaxin signaling pathway 
P01112,MOD_CAAXbox,hsa04929,GnRH secretion 
P01112,MOD_SPalmitoyl_2,hsa04929,GnRH secretion 
P01112,MOD_CAAXbox,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01112,MOD_SPalmitoyl_2,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01112,MOD_CAAXbox,hsa04935,"Growth hormone synthesis, secretion and action "
P01112,MOD_SPalmitoyl_2,hsa04935,"Growth hormone synthesis, secretion and action "
P01112,MOD_CAAXbox,hsa05010,Alzheimer disease 
P01112,MOD_SPalmitoyl_2,hsa05010,Alzheimer disease 
P01112,MOD_CAAXbox,hsa05022,Pathways of neurodegeneration   multiple diseases 
P01112,MOD_SPalmitoyl_2,hsa05022,Pathways of neurodegeneration   multiple diseases 
P01112,MOD_CAAXbox,hsa05034,Alcoholism 
P01112,MOD_SPalmitoyl_2,hsa05034,Alcoholism 
P01112,MOD_CAAXbox,hsa05132,Salmonella infection 
P01112,MOD_SPalmitoyl_2,hsa05132,Salmonella infection 
P01112,MOD_CAAXbox,hsa05160,Hepatitis C 
P01112,MOD_SPalmitoyl_2,hsa05160,Hepatitis C 
P01112,MOD_CAAXbox,hsa05161,Hepatitis B 
P01112,MOD_SPalmitoyl_2,hsa05161,Hepatitis B 
P01112,MOD_CAAXbox,hsa05163,Human cytomegalovirus infection 
P01112,MOD_SPalmitoyl_2,hsa05163,Human cytomegalovirus infection 
P01112,MOD_CAAXbox,hsa05165,Human papillomavirus infection 
P01112,MOD_SPalmitoyl_2,hsa05165,Human papillomavirus infection 
P01112,MOD_CAAXbox,hsa05166,Human T cell leukemia virus 1 infection 
P01112,MOD_SPalmitoyl_2,hsa05166,Human T cell leukemia virus 1 infection 
P01112,MOD_CAAXbox,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P01112,MOD_SPalmitoyl_2,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P01112,MOD_CAAXbox,hsa05170,Human immunodeficiency virus 1 infection 
P01112,MOD_SPalmitoyl_2,hsa05170,Human immunodeficiency virus 1 infection 
P01112,MOD_CAAXbox,hsa05200,Pathways in cancer 
P01112,MOD_SPalmitoyl_2,hsa05200,Pathways in cancer 
P01112,MOD_CAAXbox,hsa05203,Viral carcinogenesis 
P01112,MOD_SPalmitoyl_2,hsa05203,Viral carcinogenesis 
P01112,MOD_CAAXbox,hsa05205,Proteoglycans in cancer 
P01112,MOD_SPalmitoyl_2,hsa05205,Proteoglycans in cancer 
P01112,MOD_CAAXbox,hsa05206,MicroRNAs in cancer 
P01112,MOD_SPalmitoyl_2,hsa05206,MicroRNAs in cancer 
P01112,MOD_CAAXbox,hsa05207,Chemical carcinogenesis   receptor activation 
P01112,MOD_SPalmitoyl_2,hsa05207,Chemical carcinogenesis   receptor activation 
P01112,MOD_CAAXbox,hsa05208,Chemical carcinogenesis   reactive oxygen species 
P01112,MOD_SPalmitoyl_2,hsa05208,Chemical carcinogenesis   reactive oxygen species 
P01112,MOD_CAAXbox,hsa05210,Colorectal cancer 
P01112,MOD_SPalmitoyl_2,hsa05210,Colorectal cancer 
P01112,MOD_CAAXbox,hsa05211,Renal cell carcinoma 
P01112,MOD_SPalmitoyl_2,hsa05211,Renal cell carcinoma 
P01112,MOD_CAAXbox,hsa05213,Endometrial cancer 
P01112,MOD_SPalmitoyl_2,hsa05213,Endometrial cancer 
P01112,MOD_CAAXbox,hsa05214,Glioma 
P01112,MOD_SPalmitoyl_2,hsa05214,Glioma 
P01112,MOD_CAAXbox,hsa05215,Prostate cancer 
P01112,MOD_SPalmitoyl_2,hsa05215,Prostate cancer 
P01112,MOD_CAAXbox,hsa05216,Thyroid cancer 
P01112,MOD_SPalmitoyl_2,hsa05216,Thyroid cancer 
P01112,MOD_CAAXbox,hsa05218,Melanoma 
P01112,MOD_SPalmitoyl_2,hsa05218,Melanoma 
P01112,MOD_CAAXbox,hsa05219,Bladder cancer 
P01112,MOD_SPalmitoyl_2,hsa05219,Bladder cancer 
P01112,MOD_CAAXbox,hsa05220,Chronic myeloid leukemia 
P01112,MOD_SPalmitoyl_2,hsa05220,Chronic myeloid leukemia 
P01112,MOD_CAAXbox,hsa05221,Acute myeloid leukemia 
P01112,MOD_SPalmitoyl_2,hsa05221,Acute myeloid leukemia 
P01112,MOD_CAAXbox,hsa05223,Non small cell lung cancer 
P01112,MOD_SPalmitoyl_2,hsa05223,Non small cell lung cancer 
P01112,MOD_CAAXbox,hsa05224,Breast cancer 
P01112,MOD_SPalmitoyl_2,hsa05224,Breast cancer 
P01112,MOD_CAAXbox,hsa05225,Hepatocellular carcinoma 
P01112,MOD_SPalmitoyl_2,hsa05225,Hepatocellular carcinoma 
P01112,MOD_CAAXbox,hsa05226,Gastric cancer 
P01112,MOD_SPalmitoyl_2,hsa05226,Gastric cancer 
P01112,MOD_CAAXbox,hsa05230,Central carbon metabolism in cancer 
P01112,MOD_SPalmitoyl_2,hsa05230,Central carbon metabolism in cancer 
P01112,MOD_CAAXbox,hsa05231,Choline metabolism in cancer 
P01112,MOD_SPalmitoyl_2,hsa05231,Choline metabolism in cancer 
P01112,MOD_CAAXbox,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P01112,MOD_SPalmitoyl_2,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P01112,MOD_CAAXbox,hsa05417,Lipid and atherosclerosis 
P01112,MOD_SPalmitoyl_2,hsa05417,Lipid and atherosclerosis 
P01116,MOD_CAAXbox,hsa01521,EGFR tyrosine kinase inhibitor resistance 
P01116,MOD_CAAXbox,hsa01522,Endocrine resistance 
P01116,MOD_CAAXbox,hsa04010,MAPK signaling pathway 
P01116,MOD_CAAXbox,hsa04012,ErbB signaling pathway 
P01116,MOD_CAAXbox,hsa04014,Ras signaling pathway 
P01116,MOD_CAAXbox,hsa04015,Rap1 signaling pathway 
P01116,MOD_CAAXbox,hsa04062,Chemokine signaling pathway 
P01116,MOD_CAAXbox,hsa04068,FoxO signaling pathway 
P01116,MOD_CAAXbox,hsa04071,Sphingolipid signaling pathway 
P01116,MOD_CAAXbox,hsa04072,Phospholipase D signaling pathway 
P01116,MOD_CAAXbox,hsa04137,Mitophagy   animal 
P01116,MOD_CAAXbox,hsa04140,Autophagy   animal 
P01116,MOD_CAAXbox,hsa04150,mTOR signaling pathway 
P01116,MOD_CAAXbox,hsa04151,PI3K Akt signaling pathway 
P01116,MOD_CAAXbox,hsa04210,Apoptosis 
P01116,MOD_CAAXbox,hsa04211,Longevity regulating pathway 
P01116,MOD_CAAXbox,hsa04213,Longevity regulating pathway   multiple species 
P01116,MOD_CAAXbox,hsa04218,Cellular senescence 
P01116,MOD_CAAXbox,hsa04360,Axon guidance 
P01116,MOD_CAAXbox,hsa04370,VEGF signaling pathway 
P01116,MOD_CAAXbox,hsa04371,Apelin signaling pathway 
P01116,MOD_CAAXbox,hsa04540,Gap junction 
P01116,MOD_CAAXbox,hsa04550,Signaling pathways regulating pluripotency of stem cells 
P01116,MOD_CAAXbox,hsa04625,C type lectin receptor signaling pathway 
P01116,MOD_CAAXbox,hsa04650,Natural killer cell mediated cytotoxicity 
P01116,MOD_CAAXbox,hsa04660,T cell receptor signaling pathway 
P01116,MOD_CAAXbox,hsa04662,B cell receptor signaling pathway 
P01116,MOD_CAAXbox,hsa04664,Fc epsilon RI signaling pathway 
P01116,MOD_CAAXbox,hsa04714,Thermogenesis 
P01116,MOD_CAAXbox,hsa04720,Long term potentiation 
P01116,MOD_CAAXbox,hsa04722,Neurotrophin signaling pathway 
P01116,MOD_CAAXbox,hsa04725,Cholinergic synapse 
P01116,MOD_CAAXbox,hsa04726,Serotonergic synapse 
P01116,MOD_CAAXbox,hsa04730,Long term depression 
P01116,MOD_CAAXbox,hsa04810,Regulation of actin cytoskeleton 
P01116,MOD_CAAXbox,hsa04910,Insulin signaling pathway 
P01116,MOD_CAAXbox,hsa04912,GnRH signaling pathway 
P01116,MOD_CAAXbox,hsa04914,Progesterone mediated oocyte maturation 
P01116,MOD_CAAXbox,hsa04915,Estrogen signaling pathway 
P01116,MOD_CAAXbox,hsa04916,Melanogenesis 
P01116,MOD_CAAXbox,hsa04917,Prolactin signaling pathway 
P01116,MOD_CAAXbox,hsa04919,Thyroid hormone signaling pathway 
P01116,MOD_CAAXbox,hsa04921,Oxytocin signaling pathway 
P01116,MOD_CAAXbox,hsa04926,Relaxin signaling pathway 
P01116,MOD_CAAXbox,hsa04929,GnRH secretion 
P01116,MOD_CAAXbox,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01116,MOD_CAAXbox,hsa04935,"Growth hormone synthesis, secretion and action "
P01116,MOD_CAAXbox,hsa04960,Aldosterone regulated sodium reabsorption 
P01116,MOD_CAAXbox,hsa05010,Alzheimer disease 
P01116,MOD_CAAXbox,hsa05022,Pathways of neurodegeneration   multiple diseases 
P01116,MOD_CAAXbox,hsa05034,Alcoholism 
P01116,MOD_CAAXbox,hsa05160,Hepatitis C 
P01116,MOD_CAAXbox,hsa05161,Hepatitis B 
P01116,MOD_CAAXbox,hsa05163,Human cytomegalovirus infection 
P01116,MOD_CAAXbox,hsa05165,Human papillomavirus infection 
P01116,MOD_CAAXbox,hsa05166,Human T cell leukemia virus 1 infection 
P01116,MOD_CAAXbox,hsa05167,Kaposi sarcoma associated herpesvirus infection 
P01116,MOD_CAAXbox,hsa05170,Human immunodeficiency virus 1 infection 
P01116,MOD_CAAXbox,hsa05200,Pathways in cancer 
P01116,MOD_CAAXbox,hsa05203,Viral carcinogenesis 
P01116,MOD_CAAXbox,hsa05205,Proteoglycans in cancer 
P01116,MOD_CAAXbox,hsa05206,MicroRNAs in cancer 
P01116,MOD_CAAXbox,hsa05207,Chemical carcinogenesis   receptor activation 
P01116,MOD_CAAXbox,hsa05208,Chemical carcinogenesis   reactive oxygen species 
P01116,MOD_CAAXbox,hsa05210,Colorectal cancer 
P01116,MOD_CAAXbox,hsa05211,Renal cell carcinoma 
P01116,MOD_CAAXbox,hsa05212,Pancreatic cancer 
P01116,MOD_CAAXbox,hsa05213,Endometrial cancer 
P01116,MOD_CAAXbox,hsa05214,Glioma 
P01116,MOD_CAAXbox,hsa05215,Prostate cancer 
P01116,MOD_CAAXbox,hsa05216,Thyroid cancer 
P01116,MOD_CAAXbox,hsa05218,Melanoma 
P01116,MOD_CAAXbox,hsa05219,Bladder cancer 
P01116,MOD_CAAXbox,hsa05220,Chronic myeloid leukemia 
P01116,MOD_CAAXbox,hsa05221,Acute myeloid leukemia 
P01116,MOD_CAAXbox,hsa05223,Non small cell lung cancer 
P01116,MOD_CAAXbox,hsa05224,Breast cancer 
P01116,MOD_CAAXbox,hsa05225,Hepatocellular carcinoma 
P01116,MOD_CAAXbox,hsa05226,Gastric cancer 
P01116,MOD_CAAXbox,hsa05230,Central carbon metabolism in cancer 
P01116,MOD_CAAXbox,hsa05231,Choline metabolism in cancer 
P01116,MOD_CAAXbox,hsa05235,PD L1 expression and PD 1 checkpoint pathway in cancer 
P01116,MOD_CAAXbox,hsa05417,Lipid and atherosclerosis 
P01130,LIG_PTB_Apo_2,hsa04144,Endocytosis 
P01130,LIG_PTB_Apo_2,hsa04913,Ovarian steroidogenesis 
P01130,LIG_PTB_Apo_2,hsa04925,Aldosterone synthesis and secretion 
P01130,LIG_PTB_Apo_2,hsa04927,Cortisol synthesis and secretion 
P01130,LIG_PTB_Apo_2,hsa04934,Cushing syndrome 
P01130,LIG_PTB_Apo_2,hsa04976,Bile secretion 
P01130,LIG_PTB_Apo_2,hsa04979,Cholesterol metabolism 
P01130,LIG_PTB_Apo_2,hsa05145,Toxoplasmosis 
P01130,LIG_PTB_Apo_2,hsa05160,Hepatitis C 
P01130,LIG_PTB_Apo_2,hsa05417,Lipid and atherosclerosis 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04010,MAPK signaling pathway 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04060,Cytokine cytokine receptor interaction 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04068,FoxO signaling pathway 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04110,Cell cycle 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04218,Cellular senescence 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04350,TGF beta signaling pathway 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04380,Osteoclast differentiation 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04390,Hippo signaling pathway 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04659,Th17 cell differentiation 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04672,Intestinal immune network for IgA production 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04926,Relaxin signaling pathway 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04932,Non alcoholic fatty liver disease 
P01137,LIG_Integrin_RGD_TGFB_3,hsa04933,AGE RAGE signaling pathway in diabetic complications 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05140,Leishmaniasis 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05142,Chagas disease 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05144,Malaria 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05145,Toxoplasmosis 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05146,Amoebiasis 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05152,Tuberculosis 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05161,Hepatitis B 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05166,Human T cell leukemia virus 1 infection 
P01137,LIG_Integrin_RGD_TGFB_3,hsa05200,Pathways in cancer 
